id,year,value,type,value.eu,value.top3,value.inno,value.us,value.cn,value.jp,value.kr
TB_FuE_Klima,2011,1,a,1.8966,5.2295,1.7765,0.62342,,1.3468,2.9813
TB_FuE_Klima,2012,1,a,1.6443,4.8055,1.644,0.60077,,1.1924,2.4645
TB_FuE_Klima,2013,1,a,1.3555,3.9544,1.4035,0.54001,,1.352,2.1343
TB_FuE_Klima,2014,1,a,1.0843,3.1074,1.1757,0.44379,,1.4707,1.9388
TB_FuE_Klima,2015,1,a,1.0801,3.3523,1.1934,0.45714,,1.7502,2.296
TB_FuE_Klima,2016,1,a,1.0702,3.5746,1.2098,0.52921,,1.8448,2.5838
TB_FuE_Klima,2017,1,a,1.0495,3.6669,1.2793,0.65775,,2.6815,3.1041
TB_FuE_Klima,2018,1,a,1.0102,3.4881,1.1501,0.71248,,3.1298,3.042
TB_FuE_Klima,2019,1,a,1.111,4.0935,1.2643,0.74506,,4.1923,3.3366
TB_FuE_Klima,2020,1,a,1.3904,5.08,1.6232,0.85109,,5.1271,3.9505
TB_FuE_Klima,2021,1,a,1.0636,3.4386,1.1786,0.51176,,3.2692,2.6646
TB_FuE_Klima,2022,1,a,1.0046,3.1722,1.1339,0.47204,,2.8289,2.4342
TB_FuE_Klima,2023,1,a,0.88852,2.7397,1.0936,0.44459,,2.3225,2.1294
TB_FuE_Klima,2024,1,a,1.0471,3.3897,1.4192,0.63545,,3.0255,2.6178
TB_GF,2001,1,a,,,,,,,
TB_GF,2002,1,a,,,,,,,
TB_GF,2003,1,a,,,,,,,
TB_GF,2004,1,a,,,,,,,
TB_GF,2005,1,a,0.60442,1.0458,0.8869,0.55745,0.15961,0.46956,0.4435
TB_GF,2006,1,a,0.62144,1.0641,0.90928,0.59516,0.17886,0.47498,0.44968
TB_GF,2007,1,a,0.62839,1.0682,0.91753,0.60173,0.19727,0.46681,0.49221
TB_GF,2008,1,a,0.64736,1.0674,0.91347,0.60885,0.22826,0.48827,0.52523
TB_GF,2009,1,a,0.66999,1.0639,0.91002,0.59906,0.23308,0.49647,0.57812
TB_GF,2010,1,a,0.6716,1.0758,0.91428,0.58195,0.23344,0.50035,0.61393
TB_GF,2011,1,a,0.66628,1.0492,0.89492,0.55778,0.21635,0.45801,0.6272
TB_GF,2012,1,a,0.66316,1.0481,0.90222,0.55548,0.20132,0.4739,0.62454
TB_GF,2013,1,a,0.66456,1.0844,0.91463,0.57504,0.22427,0.44915,0.64149
TB_GF,2014,1,a,0.65176,1.0878,0.90683,0.57501,0.25051,0.46536,0.64415
TB_GF,2015,1,a,0.65136,1.0961,0.92091,0.51907,0.22333,0.47379,0.65523
TB_GF,2016,1,a,0.65059,1.1045,0.91753,0.47901,0.24438,0.48252,0.62564
TB_GF,2017,1,a,0.63819,1.1175,0.91539,0.45986,0.24413,0.456,0.64574
TB_GF,2018,1,a,0.62754,1.1122,0.9091,0.45659,0.22094,0.44177,0.62892
TB_GF,2019,1,a,0.63192,1.1288,0.90517,0.45925,0.24988,0.43199,0.63456
TB_GF,2020,1,a,0.63536,1.1236,0.8973,0.46238,0.25357,0.43578,0.6236
TB_GF,2021,1,a,0.63547,1.1202,0.88548,0.45041,0.2783,0.42343,0.64181
TB_GF,2022,1,a,0.65246,1.1348,0.88563,0.46889,0.30585,0.42557,0.66338
TB_GF,2023,1,a,0.65186,1.1086,0.87709,0.46894,0.28599,0.42665,0.70053
TB_GF,2024,1,a,0.62755,1.0743,0.84543,0.442,0.27668,0.4289,0.70411
TB_Gesund,2001,1,a,,,,,,,
TB_Gesund,2002,1,a,,,,,,,
TB_Gesund,2003,1,a,,,,,,,
TB_Gesund,2004,1,a,,,,,,,
TB_Gesund,2005,1,a,,,,,,,
TB_Gesund,2006,1,a,,,,,,,
TB_Gesund,2007,1,a,1.0299,1.1419,1.022,,,,
TB_Gesund,2008,1,a,1.0471,1.1731,1.0603,,,,
TB_Gesund,2009,1,a,1.0493,1.1919,1.0577,,,,
TB_Gesund,2010,1,a,1.0603,1.2034,1.0741,,,,
TB_Gesund,2011,1,a,1.0618,1.1747,1.0542,,,,
TB_Gesund,2012,1,a,1.0436,1.1588,1.0317,,,,
TB_Gesund,2013,1,a,1.0425,1.1789,1.0347,,,,
TB_Gesund,2014,1,a,1.0503,1.1726,1.0396,,,,
TB_Gesund,2015,1,a,1.0301,1.151,1.0104,,,,
TB_Gesund,2016,1,a,1.0449,1.1808,1.0251,,,,
TB_Gesund,2017,1,a,1.0912,1.2463,1.0991,,,,
TB_Gesund,2018,1,a,1.0776,1.2359,1.0759,,,,
TB_Gesund,2019,1,a,1.1138,1.2591,1.1071,,,,
TB_Gesund,2020,1,a,1.1024,1.2531,1.0954,,,,
TB_Gesund,2021,1,a,1.1078,1.2643,1.1009,,,,
TB_Gesund,2022,1,a,1.1095,1.2618,1.0846,,,,
TB_Gesund,2023,1,a,1.0833,1.2132,1.0584,,,,
TB_Gesund,2024,1,a,1.04,1.1314,1.0049,,,,
TB_IKT_Fkt,2001,1,a,,,,,,,
TB_IKT_Fkt,2002,1,a,,,,,,,
TB_IKT_Fkt,2003,1,a,,,,,,,
TB_IKT_Fkt,2004,1,a,,,,,,,
TB_IKT_Fkt,2005,1,a,,,,,,,
TB_IKT_Fkt,2006,1,a,1.1512,1.8736,1.5655,,,,
TB_IKT_Fkt,2007,1,a,1.0705,1.7634,1.4968,,,,
TB_IKT_Fkt,2008,1,a,1.0191,1.6263,1.4303,,,,
TB_IKT_Fkt,2009,1,a,1.0685,1.7778,1.4545,,,,
TB_IKT_Fkt,2010,1,a,1.0943,1.7475,1.4727,,,,
TB_IKT_Fkt,2011,1,a,0.93468,1.5448,1.2044,,,,
TB_IKT_Fkt,2012,1,a,0.94009,1.5318,1.2141,,,,
TB_IKT_Fkt,2013,1,a,0.89261,1.512,1.1903,,,,
TB_IKT_Fkt,2014,1,a,0.91186,1.5324,1.2061,,,,
TB_IKT_Fkt,2015,1,a,0.91879,1.4814,1.1997,,,,
TB_IKT_Fkt,2016,1,a,0.93869,1.5319,1.2067,,,,
TB_IKT_Fkt,2017,1,a,0.91642,1.4992,1.1838,,,,
TB_IKT_Fkt,2018,1,a,0.95697,1.5565,1.1969,,,,
TB_IKT_Fkt,2019,1,a,0.971,1.6199,1.2321,,,,
TB_IKT_Fkt,2020,1,a,1.0006,1.6569,1.2415,,,,
TB_IKT_Fkt,2021,1,a,1.0115,1.6958,1.2627,,,,
TB_IKT_Fkt,2022,1,a,1.0225,1.7096,1.2726,,,,
TB_IKT_Fkt,2023,1,a,1.0691,1.748,1.3338,,,,
TB_IKT_Fkt,2024,1,a,1.0316,1.7203,1.287,,,,
TB_IKT_erf,2001,1,a,,,,,,,
TB_IKT_erf,2002,1,a,,,,,,,
TB_IKT_erf,2003,1,a,,,,,,,
TB_IKT_erf,2004,1,a,1.4801,3.8791,2.4988,2.6088,2.5561,3.0799,3.7716
TB_IKT_erf,2005,1,a,1.6763,3.7508,2.4222,2.5294,2.3586,2.8083,3.6351
TB_IKT_erf,2006,1,a,1.3729,3.5026,1.985,2.0868,2.6868,2.3894,3.4719
TB_IKT_erf,2007,1,a,1.3925,3.3797,1.8605,1.9935,2.9224,2.3109,3.6311
TB_IKT_erf,2008,1,a,1.4906,3.9597,2.1887,2.3826,3.8253,2.6004,3.9461
TB_IKT_erf,2009,1,a,1.4137,3.949,1.9981,2.1732,4.1423,2.315,3.3829
TB_IKT_erf,2010,1,a,1.4692,3.9258,1.9481,2.088,4.2752,2.2761,3.3779
TB_IKT_erf,2011,1,a,1.2959,3.1983,1.6148,1.7236,3.7621,1.8462,2.7754
TB_IKT_erf,2012,1,a,1.6547,3.9292,2.0812,2.1535,4.5861,2.2971,3.637
TB_IKT_erf,2013,1,a,1.7063,4.971,2.2452,2.5249,5.7966,2.6682,4.1696
TB_IKT_erf,2014,1,a,1.6231,5.3736,2.611,2.9165,6.1626,2.9219,4.7555
TB_IKT_erf,2015,1,a,1.6123,5.1025,2.456,2.8233,5.8552,2.4203,4.6105
TB_IKT_erf,2016,1,a,1.6375,4.7344,2.2998,2.6186,5.7728,2.1489,4.2613
TB_IKT_erf,2017,1,a,1.8366,4.5452,2.3249,2.8039,5.4749,2.2184,4.2839
TB_IKT_erf,2018,1,a,1.751,3.8895,2.1332,2.5029,4.8389,1.9095,3.7233
TB_IKT_erf,2019,1,a,1.8759,4.3632,2.3321,2.7757,5.2122,2.1203,4.0279
TB_IKT_erf,2020,1,a,1.5198,3.6487,1.864,2.2694,4.2522,1.8487,3.2018
TB_IKT_erf,2021,1,a,1.5543,4.0665,2.2024,2.5848,5.1238,2.093,3.4803
TB_IKT_erf,2022,1,a,1.2508,3.2859,1.732,2.1284,3.8485,1.6516,2.909
TB_IKT_erf,2023,1,a,1.3341,3.2852,1.8467,2.3459,3.8308,1.7677,2.9316
TB_IKT_erf,2024,1,a,1.4071,3.1178,1.7991,2.306,3.5467,1.6347,2.7613
TB_IKT_nutz,2001,1,a,,,,,,,
TB_IKT_nutz,2002,1,a,,,,,,,
TB_IKT_nutz,2003,1,a,,,,,,,
TB_IKT_nutz,2004,1,a,,,,,,,
TB_IKT_nutz,2005,1,a,,,,,,,
TB_IKT_nutz,2006,1,a,,,,,,,
TB_IKT_nutz,2007,1,a,,,,,,,
TB_IKT_nutz,2008,1,a,,,,,,,
TB_IKT_nutz,2009,1,a,,,,,,,
TB_IKT_nutz,2010,1,a,,,,,,,
TB_IKT_nutz,2011,1,a,1.0255,2.1844,1.4597,,,,
TB_IKT_nutz,2012,1,a,1.0255,2.1844,1.4597,,,,
TB_IKT_nutz,2013,1,a,1.0255,2.1844,1.4597,,,,
TB_IKT_nutz,2014,1,a,1.0255,2.1844,1.4597,,,,
TB_IKT_nutz,2015,1,a,1.0238,2.1508,1.4468,,,,
TB_IKT_nutz,2016,1,a,1.0112,2.1086,1.4198,,,,
TB_IKT_nutz,2017,1,a,0.98835,2.0683,1.364,,,,
TB_IKT_nutz,2018,1,a,0.97421,2.0361,1.3108,,,,
TB_IKT_nutz,2019,1,a,0.94844,1.9574,1.2438,,,,
TB_IKT_nutz,2020,1,a,0.91378,1.8505,1.1669,,,,
TB_IKT_nutz,2021,1,a,0.90004,1.7854,1.2062,,,,
TB_IKT_nutz,2022,1,a,0.90461,1.7565,1.2423,,,,
TB_IKT_nutz,2023,1,a,0.89541,1.7005,1.2319,,,,
TB_IKT_nutz,2024,1,a,0.84222,1.5218,1.1184,,,,
TB_IKT_wirk,2001,1,a,,,,,,,
TB_IKT_wirk,2002,1,a,,,,,,,
TB_IKT_wirk,2003,1,a,,,,,,,
TB_IKT_wirk,2004,1,a,,,,,,,
TB_IKT_wirk,2005,1,a,,,,,,,
TB_IKT_wirk,2006,1,a,,,,,,,
TB_IKT_wirk,2007,1,a,,,,,,,
TB_IKT_wirk,2008,1,a,1.1476,1.5303,1.151,,,,
TB_IKT_wirk,2009,1,a,1.1071,1.5517,1.1373,,,,
TB_IKT_wirk,2010,1,a,1.1052,1.5729,1.1596,,,,
TB_IKT_wirk,2011,1,a,1.0697,1.729,1.1725,,,,
TB_IKT_wirk,2012,1,a,1.0614,1.6818,1.1394,,,,
TB_IKT_wirk,2013,1,a,1.0894,1.7323,1.1405,,,,
TB_IKT_wirk,2014,1,a,1.1142,1.766,1.1473,,,,
TB_IKT_wirk,2015,1,a,1.099,1.7429,1.1282,,,,
TB_IKT_wirk,2016,1,a,1.0892,1.7493,1.1377,,,,
TB_IKT_wirk,2017,1,a,1.1043,1.7824,1.1659,,,,
TB_IKT_wirk,2018,1,a,1.1503,1.8368,1.18,,,,
TB_IKT_wirk,2019,1,a,1.1587,1.8542,1.2086,,,,
TB_IKT_wirk,2020,1,a,1.1506,1.8517,1.2009,,,,
TB_IKT_wirk,2021,1,a,1.1665,1.8656,1.1992,,,,
TB_IKT_wirk,2022,1,a,1.1606,1.8442,1.1966,,,,
TB_IKT_wirk,2023,1,a,1.2103,1.8698,1.2512,,,,
TB_IKT_wirk,2024,1,a,1.211,1.8517,1.2513,,,,
TB_Input,2001,1,a,,,,,,,
TB_Input,2002,1,a,,,,,,,
TB_Input,2003,1,a,,,,,,,
TB_Input,2004,1,a,0.78812,1.3343,1.0696,,,1.0058,0.56385
TB_Input,2005,1,a,0.78482,1.3636,1.1533,,,0.9902,0.58702
TB_Input,2006,1,a,0.76539,1.3181,1.0891,,,0.94122,0.48578
TB_Input,2007,1,a,0.79136,1.3523,1.0921,,,0.93611,0.5743
TB_Input,2008,1,a,0.69106,1.2299,0.99771,,,0.87346,0.50631
TB_Input,2009,1,a,0.66349,1.1649,0.93446,,,0.83425,0.51479
TB_Input,2010,1,a,0.68588,1.1758,0.97263,,,0.88581,0.56536
TB_Input,2011,1,a,0.88425,1.8249,1.0742,1.3536,,0.9443,0.59312
TB_Input,2012,1,a,0.91283,1.8312,1.1252,1.3533,,0.98981,0.60368
TB_Input,2013,1,a,0.94886,1.8794,1.1748,1.4279,,1.1192,0.66725
TB_Input,2014,1,a,0.92533,1.8837,1.1412,1.4816,,1.0672,0.66445
TB_Input,2015,1,a,0.94756,1.919,1.179,1.3794,,1.1041,0.66644
TB_Input,2016,1,a,0.91445,1.8481,1.1605,1.4596,,1.2269,0.62551
TB_Input,2017,1,a,0.91192,1.83,1.1501,1.327,,1.2682,0.63216
TB_Input,2018,1,a,0.92446,1.8331,1.1121,1.434,,1.248,0.653
TB_Input,2019,1,a,0.93626,1.9136,1.1006,1.4167,,1.1577,0.64818
TB_Input,2020,1,a,0.9033,1.8848,1.0766,1.4429,,1.0672,0.6321
TB_Input,2021,1,a,0.91515,2.048,1.0636,1.5668,,1.0614,0.62518
TB_Input,2022,1,a,0.88937,1.9189,1.0306,1.4128,,0.9951,0.62151
TB_Input,2023,1,a,0.90472,1.9615,1.0517,1.1479,,0.94075,0.56828
TB_Input,2024,1,a,0.90125,1.906,1.0556,1.1695,,0.95068,0.61128
TB_Input_forsch,2001,1,a,,,,,,,
TB_Input_forsch,2002,1,a,,,,,,,
TB_Input_forsch,2003,1,a,,,,,,,
TB_Input_forsch,2004,1,a,,,,,,,
TB_Input_forsch,2005,1,a,0.8123,1.7436,1.301,1.0801,0.15295,1.0994,0.67289
TB_Input_forsch,2006,1,a,0.79398,1.7477,1.2746,1.1013,0.16127,1.0592,0.65426
TB_Input_forsch,2007,1,a,0.76377,1.7444,1.3061,1.1347,0.17041,1.0251,0.73172
TB_Input_forsch,2008,1,a,0.774,1.7015,1.2384,1.0953,0.17632,1,0.72364
TB_Input_forsch,2009,1,a,0.7951,1.7357,1.2373,1.0802,0.18087,0.9942,0.76586
TB_Input_forsch,2010,1,a,0.79202,1.6113,1.1856,1.0666,0.17861,0.95649,0.84699
TB_Input_forsch,2011,1,a,0.90308,1.6406,1.2444,0.92365,0.17602,0.821,0.80506
TB_Input_forsch,2012,1,a,0.9019,1.6952,1.2545,0.92645,0.19211,0.83253,0.86118
TB_Input_forsch,2013,1,a,0.88497,1.6066,1.2392,0.89131,0.194,0.76379,0.86387
TB_Input_forsch,2014,1,a,0.89648,1.5682,1.2323,0.8714,0.19759,0.77026,0.88156
TB_Input_forsch,2015,1,a,0.88894,1.5525,1.2051,0.81758,0.20745,0.74772,0.88437
TB_Input_forsch,2016,1,a,0.89248,1.5744,1.1924,0.80547,0.21369,0.79069,0.87092
TB_Input_forsch,2017,1,a,0.87364,1.5578,1.1613,0.77775,0.2094,0.74141,0.87004
TB_Input_forsch,2018,1,a,0.887,1.6068,1.1648,0.77561,0.2204,0.70164,0.87866
TB_Input_forsch,2019,1,a,0.78242,1.5186,1.0958,0.7181,0.21473,0.63789,0.81491
TB_Input_forsch,2020,1,a,0.79931,1.5225,1.1016,0.71163,0.22563,0.65758,0.81011
TB_Input_forsch,2021,1,a,0.80694,1.5098,1.086,0.70494,0.23052,0.62902,0.80626
TB_Input_forsch,2022,1,a,0.82417,1.5219,1.1019,0.707,0.26397,0.62209,0.81774
TB_Input_forsch,2023,1,a,0.83239,1.494,1.0928,0.71386,0.28167,0.62383,0.85954
TB_Input_forsch,2024,1,a,0.80139,1.4357,1.0406,0.66185,0.28901,0.608,0.83261
TB_Inv_Infr,2001,1,a,,,,,,,
TB_Inv_Infr,2002,1,a,,,,,,,
TB_Inv_Infr,2003,1,a,,,,,,,
TB_Inv_Infr,2004,1,a,0.79781,1.4022,1.0852,1.334,,0.96573,
TB_Inv_Infr,2005,1,a,0.73589,1.3656,0.96061,1.1439,,0.9016,
TB_Inv_Infr,2006,1,a,0.69991,1.2416,0.9049,1.0263,,0.9017,
TB_Inv_Infr,2007,1,a,0.72011,1.3313,1.0405,1.0356,,0.96168,
TB_Inv_Infr,2008,1,a,0.73424,1.2856,1.0151,1.0131,,0.97685,
TB_Inv_Infr,2009,1,a,0.75454,1.3414,1.0958,1.0003,,1.0055,
TB_Inv_Infr,2010,1,a,0.74928,1.3104,1.0798,1.0274,,0.99606,
TB_Inv_Infr,2011,1,a,1.3698,2.289,1.89,2.0877,,2.1398,113.25
TB_Inv_Infr,2012,1,a,1.353,2.2733,1.846,2.1518,,2.1394,113.25
TB_Inv_Infr,2013,1,a,1.3926,2.3229,1.8791,2.3525,,2.1138,109.82
TB_Inv_Infr,2014,1,a,1.3792,2.2358,1.8098,2.146,,2.0309,62.615
TB_Inv_Infr,2015,1,a,1.3446,2.1767,1.7923,2.0563,,1.853,57.795
TB_Inv_Infr,2016,1,a,1.3721,2.2448,1.8521,2.0807,,1.8875,48.599
TB_Inv_Infr,2017,1,a,1.381,2.2762,1.8484,2.0206,,1.8103,43.664
TB_Inv_Infr,2018,1,a,1.415,2.3218,1.8866,2.0312,,1.8653,46.027
TB_Inv_Infr,2019,1,a,1.3522,2.1879,1.8152,1.8386,,1.7107,37.275
TB_Inv_Infr,2020,1,a,1.3353,2.1479,1.7733,1.8555,,1.641,32.241
TB_Inv_Infr,2021,1,a,1.3785,2.2624,1.7774,1.8978,,1.6546,27.716
TB_Inv_Infr,2022,1,a,1.3735,2.3241,1.7256,1.689,,1.5163,18.11
TB_Inv_Infr,2023,1,a,1.3525,2.2513,1.6678,1.5614,,1.449,15.218
TB_Inv_Infr,2024,1,a,1.3516,2.3401,1.5968,1.5062,,1.4547,10.657
TB_KMU,2001,1,a,,,,,,,
TB_KMU,2002,1,a,,,,,,,
TB_KMU,2003,1,a,,,,,,,
TB_KMU,2004,1,a,,,,,,,
TB_KMU,2005,1,a,,,,,,,
TB_KMU,2006,1,a,,,,,,,
TB_KMU,2007,1,a,,,,,,,
TB_KMU,2008,1,a,,,,,,,
TB_KMU,2009,1,a,,,,,,,
TB_KMU,2010,1,a,,,,,,,
TB_KMU,2011,1,a,0.66841,1.3577,0.89911,,,,
TB_KMU,2012,1,a,0.66841,1.3577,0.89911,,,,
TB_KMU,2013,1,a,0.66841,1.3577,0.89911,,,,
TB_KMU,2014,1,a,0.66841,1.3577,0.89911,,,,
TB_KMU,2015,1,a,0.66841,1.3577,0.89911,,,,
TB_KMU,2016,1,a,0.66841,1.3577,0.89911,,,,
TB_KMU,2017,1,a,0.66841,1.3577,0.89911,,,,
TB_KMU,2018,1,a,0.66841,1.3577,0.89911,,,,
TB_KMU,2019,1,a,0.67737,1.3079,0.94324,,,,
TB_KMU,2020,1,a,0.67756,1.3314,0.96269,,,,
TB_KMU,2021,1,a,0.73998,1.3149,0.9675,,,,
TB_KMU,2022,1,a,0.79885,1.5045,0.96714,,,,
TB_KMU,2023,1,a,0.83189,1.5319,1.0116,,,,
TB_KMU,2024,1,a,0.86548,1.6311,1.0617,,,,
TB_Koop,2001,1,a,,,,,,,
TB_Koop,2002,1,a,,,,,,,
TB_Koop,2003,1,a,,,,,,,
TB_Koop,2004,1,a,,,,,,,
TB_Koop,2005,1,a,1.6027,5.9401,1.5484,1.4141,8.5634,0.69399,3.42
TB_Koop,2006,1,a,1.6179,6.2992,1.531,1.2088,8.4239,0.67525,3.1852
TB_Koop,2007,1,a,1.4876,6.0946,1.363,1.1104,8.3035,0.61931,3.6103
TB_Koop,2008,1,a,1.1537,3.2269,1.5716,1.0536,7.7185,0.59273,3.1956
TB_Koop,2009,1,a,1.0065,2.6849,1.3252,1.0318,7.2529,0.58264,2.7216
TB_Koop,2010,1,a,0.91659,2.3519,1.1085,0.95117,6.1103,0.52791,2.4671
TB_Koop,2011,1,a,0.62847,1.7443,1.1359,0.7616,0.0041214,0.60284,0.99404
TB_Koop,2012,1,a,0.61797,1.6924,1.1346,0.768,0.0041215,0.56593,0.99103
TB_Koop,2013,1,a,0.61994,1.6572,1.0878,0.66403,0.0047626,0.52636,0.9117
TB_Koop,2014,1,a,0.61826,1.6549,1.0454,0.61652,0.0058613,0.51579,0.87441
TB_Koop,2015,1,a,0.61246,1.6493,1.0607,0.59012,0.0067925,0.48553,0.83904
TB_Koop,2016,1,a,0.64636,1.676,1.0947,0.65007,0.010032,0.52026,0.89405
TB_Koop,2017,1,a,0.62812,1.5966,1.0533,0.62448,0.012924,0.49526,0.86441
TB_Koop,2018,1,a,0.59147,1.4815,1.0127,0.55565,0.01471,0.43568,0.68148
TB_Koop,2019,1,a,0.58638,1.4389,0.95663,0.48947,0.015029,0.38015,0.50043
TB_Koop,2020,1,a,0.57851,1.4081,0.90061,0.46791,0.015364,0.34397,0.44989
TB_Koop,2021,1,a,0.55658,1.3608,0.87647,0.49722,0.01937,0.3432,0.42296
TB_Koop,2022,1,a,0.52206,1.4767,0.91145,0.51535,0.02653,0.33687,0.38311
TB_Koop,2023,1,a,0.5552,1.4699,0.93656,0.5624,0.042619,0.37242,0.41313
TB_Koop,2024,1,a,0.62464,1.5824,1.0151,0.68287,0.082973,0.46381,0.47019
TB_Output,2001,1,a,,,,,,,
TB_Output,2002,1,a,,,,,,,
TB_Output,2003,1,a,0.90874,2.0807,1.2993,,,,
TB_Output,2004,1,a,0.86404,1.9619,1.2488,,,,
TB_Output,2005,1,a,0.88261,2.047,1.281,,,,
TB_Output,2006,1,a,0.97386,1.9238,1.3863,1.2812,,1.7274,1.6098
TB_Output,2007,1,a,1.0027,2.0371,1.4613,1.2876,,1.7397,1.6636
TB_Output,2008,1,a,0.94426,1.8242,1.2978,1.2449,,1.7156,1.6801
TB_Output,2009,1,a,0.97846,1.9249,1.3416,1.3,,1.7285,1.7862
TB_Output,2010,1,a,0.97944,1.8793,1.3546,1.2718,,1.6848,1.7699
TB_Output,2011,1,a,0.91501,1.9162,1.1674,1.4892,0.53725,1.6663,2.1785
TB_Output,2012,1,a,0.90553,1.8396,1.12,1.5042,0.53003,1.6745,2.1796
TB_Output,2013,1,a,0.89248,1.7252,1.1387,1.4866,0.51565,1.687,2.1764
TB_Output,2014,1,a,0.92555,1.6951,1.1644,1.4275,0.49681,1.6208,2.0774
TB_Output,2015,1,a,0.91716,1.6599,1.1396,1.3114,0.4642,1.5096,1.9984
TB_Output,2016,1,a,0.90202,1.6418,1.1154,1.3508,0.46738,1.5255,2.1405
TB_Output,2017,1,a,0.90812,1.643,1.1244,1.3418,0.46467,1.5442,2.1291
TB_Output,2018,1,a,0.95631,1.757,1.1851,1.3755,0.45244,1.5155,2.1348
TB_Output,2019,1,a,0.95742,1.8559,1.1648,1.325,0.44511,1.4985,2.0337
TB_Output,2020,1,a,0.92542,1.7265,1.105,1.3859,0.44364,1.5011,2.0327
TB_Output,2021,1,a,0.90368,1.6766,1.1037,1.3462,0.43135,1.4783,1.9587
TB_Output,2022,1,a,0.90115,1.6611,1.0874,1.4147,0.43335,1.5343,1.9845
TB_Output,2023,1,a,0.89798,1.6629,1.0857,1.3454,0.42288,1.5271,1.901
TB_Output,2024,1,a,0.90479,1.6749,1.066,1.2952,0.41662,1.5246,1.8598
TB_Output_forsch,2001,1,a,,,,,,,
TB_Output_forsch,2002,1,a,,,,,,,
TB_Output_forsch,2003,1,a,,,,,,,
TB_Output_forsch,2004,1,a,,,,,,,
TB_Output_forsch,2005,1,a,,,,,,,
TB_Output_forsch,2006,1,a,,,,,,,
TB_Output_forsch,2007,1,a,0.67708,1.6738,1.3554,0.92824,0.076325,0.56632,0.46829
TB_Output_forsch,2008,1,a,0.70159,1.7127,1.3726,0.92251,0.086652,0.56312,0.52715
TB_Output_forsch,2009,1,a,0.69074,1.6295,1.3152,0.83208,0.090671,0.49995,0.52906
TB_Output_forsch,2010,1,a,0.71493,1.5709,1.2818,0.80011,0.10079,0.47455,0.53777
TB_Output_forsch,2011,1,a,0.7164,1.7742,1.2618,1.2411,0.014193,0.46371,0.046995
TB_Output_forsch,2012,1,a,0.71663,1.7587,1.2772,1.2303,0.014252,0.44703,0.047121
TB_Output_forsch,2013,1,a,0.73752,1.7489,1.3135,1.1433,0.015817,0.42248,0.043008
TB_Output_forsch,2014,1,a,0.73475,1.7744,1.3207,1.0991,0.015597,0.40467,0.066696
TB_Output_forsch,2015,1,a,0.77142,1.8245,1.3709,1.1299,0.023038,0.39754,0.088141
TB_Output_forsch,2016,1,a,0.7324,1.7542,1.3183,1.1007,0.03535,0.37673,0.092976
TB_Output_forsch,2017,1,a,0.70275,1.6776,1.269,1.0507,0.037512,0.35121,0.15275
TB_Output_forsch,2018,1,a,0.70093,1.6568,1.2546,1.0252,0.045849,0.35798,0.15885
TB_Output_forsch,2019,1,a,0.71949,1.6844,1.2641,1.0053,0.053114,0.35484,0.17564
TB_Output_forsch,2020,1,a,0.76083,1.7237,1.3068,1.0043,0.07786,0.35724,0.15322
TB_Output_forsch,2021,1,a,0.75655,1.7002,1.2904,1.0343,0.13689,0.34182,0.11377
TB_Output_forsch,2022,1,a,0.77598,1.8066,1.3112,0.97133,0.1577,0.3293,0.070606
TB_Output_forsch,2023,1,a,0.76217,1.6023,1.2767,0.93353,0.1896,0.31993,0.080366
TB_Output_forsch,2024,1,a,0.80959,1.635,1.3153,0.95252,0.27352,0.32063,0.084786
TB_Primar,2001,1,a,,,,,,,
TB_Primar,2002,1,a,,,,,,,
TB_Primar,2003,1,a,,,,,,,
TB_Primar,2004,1,a,,,,,,,
TB_Primar,2005,1,a,,,,,,,
TB_Primar,2006,1,a,,,,,,,
TB_Primar,2007,1,a,,,,,,,
TB_Primar,2008,1,a,,,,,,,
TB_Primar,2009,1,a,0.94192,2.9342,1.2594,1.1222,3.6,2.093,
TB_Primar,2010,1,a,0.94192,2.9342,1.2594,1.1222,3.6,2.093,
TB_Primar,2011,1,a,0.92781,2.156,1.2496,1.1222,3.6,2.093,6.3093
TB_Primar,2012,1,a,0.92781,2.156,1.2496,1.1222,3.6,2.093,6.3093
TB_Primar,2013,1,a,0.94254,2.2924,1.3353,1.4047,2.8146,4.0491,7.1329
TB_Primar,2014,1,a,0.94254,2.2924,1.3353,1.4047,2.8146,4.0491,7.1329
TB_Primar,2015,1,a,0.94254,2.2924,1.3353,1.4047,2.8146,4.0491,7.1329
TB_Primar,2016,1,a,0.94254,2.2924,1.3353,1.4047,2.8146,4.0491,7.1329
TB_Primar,2017,1,a,0.94492,2.1522,1.2946,1.2,4.2297,4.322,6.6038
TB_Primar,2018,1,a,0.87194,2.0305,1.1586,1.0143,3.4738,3.555,4.9863
TB_Primar,2019,1,a,0.85883,1.96,1.1314,1.0143,3.4738,3.555,4.631
TB_Primar,2020,1,a,0.84712,1.9079,1.1108,1.0143,3.4738,3.555,4.323
TB_Primar,2021,1,a,0.83424,1.7977,1.0183,0.73573,2.2466,2.439,3.4737
TB_Primar,2022,1,a,0.84899,1.8543,1.0388,0.73573,2.2466,2.439,3.4737
TB_Primar,2023,1,a,0.91418,1.9288,1.0554,0.9336,2.3784,2.963,4.1905
TB_Primar,2024,1,a,0.91412,1.924,1.052,0.9336,2.3784,2.963,4.1905
TB_Reg,2001,1,a,,,,,,,
TB_Reg,2002,1,a,,,,,,,
TB_Reg,2003,1,a,,,,,,,
